Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
12.36,0,0.2605323691299410931445768334,0.260532369129941,0.260532369129941,0.260532369129941,0.260532369129941,0,0,0,0,5.2295752414964370517470004997,49.719959303385543802023037935,53.020136430707855488010491523,836759100
12.37,0,0.2605172472628592955202195092,0.260517247262859,0.260517247262859,0.260517247262859,0.260517247262859,0,0,0,0,5.2273912829776708484802031554,49.705712010717485813730881933,53.010795186524810363035689391,837436100
12.38,0,0.2605021108562752117921586241,0.260502110856275,0.260502110856275,0.260502110856275,0.260502110856275,0,0,0,0,5.2252111526386755114271888082,49.691484639736036088026198593,53.001467563526167075805585257,838113100
12.39,0,0.2604870351864015963326282743,0.260487035186402,0.260487035186402,0.260487035186402,0.260487035186402,0,0,0,0,5.2230340012808669629374681726,49.677258039264512131322466471,52.992141314588704062612776522,838790100
12.40,0,0.2604719863239837886261984023,0.260471986323984,0.260471986323984,0.260471986323984,0.260471986323984,0,0,0,0,5.2208608159331815493175291666,49.66300777306146108069748715,52.982799503204877058835466854,839467000
12.41,0,0.2604569751261761436960016141,0.260456975126176,0.260456975126176,0.260456975126176,0.260456975126176,0,0,0,0,5.2186910474584989408308369045,49.648810562698968822647980259,52.973493677348319564130917045,840144100
12.42,0,0.2604420011880272843837311944,0.260442001188027,0.260442001188027,0.260442001188027,0.260442001188027,0,0,0,0,5.216524288270244111912947702,49.634615708255688288729463358,52.964190257882644203054556934,840821100
12.43,0,0.2604270449153340385605265914,0.260427044915334,0.260427044915334,0.260427044915334,0.260427044915334,0,0,0,0,5.2143618433895318088703494754,49.620448046598612737754660604,52.954904983745292732901331686,841498000
12.44,0,0.2604120957060327246096196797,0.260412095706033,0.260412095706033,0.260412095706033,0.260412095706033,0,0,0,0,5.2122023506923834540525529395,49.606236029791021913726885341,52.945590975956010416866757234,842175000
12.45,0,0.2603972037132395070745006438,0.26039720371324,0.26039720371324,0.26039720371324,0.26039720371324,0,0,0,0,5.2100463270104113177230232117,49.592084313793687123149509983,52.936317740812342956923872317,842852000
12.46,0,0.2603823290111884510564080117,0.260382329011188,0.260382329011188,0.260382329011188,0.260382329011188,0,0,0,0,5.207894160076343198274293808,49.577940859473667486897349501,52.927050298850141301229464241,843529000
12.47,0,0.2603675020277943359658244341,0.260367502027794,0.260367502027794,0.260367502027794,0.260367502027794,0,0,0,0,5.2057450423901327420128526415,49.563806939572242405278275746,52.917790015254764642212489786,844206000
12.48,0,0.2603527024852686161716424872,0.260352702485269,0.260352702485269,0.260352702485269,0.260352702485269,0,0,0,0,5.2035996823369672712882104312,49.549687016615557229654143634,52.908539408867834699615972102,844882900
12.49,0,0.2603379288665148284114723152,0.260337928866515,0.260337928866515,0.260337928866515,0.260337928866515,0,0,0,0,5.20145740209713183240685509,49.535534762534432765152786401,52.899268002384033852029619991,845559900
12.50,0,0.2603231713944671653780566589,0.260323171394467,0.260323171394467,0.260323171394467,0.260323171394467,0,0,0,0,5.1993188685265836237613201369,49.521437912924082739379144016,52.890033902312613788571285791,846236900
12.51,0,0.2603084416740577963679018034,0.260308441674058,0.260308441674058,0.260308441674058,0.260308441674058,0,0,0,0,5.1971838759101377156150706845,49.5073559850563231338330266,52.880810225973536027345296587,846914000
12.52,0,0.2602937683995533314796417277,0.260293768399553,0.260293768399553,0.260293768399553,0.260293768399553,0,0,0,0,5.1950522820107667303176174508,49.493283309413714717148430199,52.87159327966863116658396735,847591000
12.53,0,0.2602791034082804823988987124,0.26027910340828,0.26027910340828,0.26027910340828,0.26027910340828,0,0,0,0,5.1929236324583211902184711494,49.479172943970410289472308311,52.862352038767580743660277583,848267900
12.54,0,0.2602644633928515973968075885,0.260264463392852,0.260264463392852,0.260264463392852,0.260264463392852,0,0,0,0,5.1907988282328103176671425001,49.465116842346900003376432341,52.853147262508697921513989806,848944900
12.55,0,0.2602498801352095847794672243,0.26024988013521,0.26024988013521,0.26024988013521,0.26024988013521,0,0,0,0,5.1886774920838703829270966136,49.451076604366585547878949553,52.843953573059496961708351407,849621900
12.56,0,0.2602353034356087942726651174,0.260235303435609,0.260235303435609,0.260235303435609,0.260235303435609,0,0,0,0,5.1865594838414506604338898108,49.437051914911820832441534055,52.834770848534395813104059523,850298900
12.57,0,0.2602207844983361291345225691,0.260220784498336,0.260220784498336,0.260220784498336,0.260220784498336,0,0,0,0,5.1844449000126774444079644038,49.423028892761968276785473727,52.82558976256243395586902003,850975900
12.58,0,0.2602062718481487688240885703,0.260206271848149,0.260206271848149,0.260206271848149,0.260206271848149,0,0,0,0,5.18233371675279380928487671,49.408981358368500849126393423,52.816392864467366620856603049,851652900
12.59,0,0.2601917938139612894768282572,0.260191793813961,0.260191793813961,0.260191793813961,0.260191793813961,0,0,0,0,5.1802255379484500253280918435,49.394982601022117265237019053,52.807229302069975003433041256,852329900
12.60,0,0.2601773212750630777050291722,0.260177321275063,0.260177321275063,0.260177321275063,0.260177321275063,0,0,0,0,5.1781211668732470148871205224,49.380992982273815285742883273,52.798072101262034849568668721,853006800
12.61,0,0.2601628967324418202789450481,0.260162896732442,0.260162896732442,0.260162896732442,0.260162896732442,0,0,0,0,5.1760201567291053763544962624,49.367018734373862561888035549,52.788925710005154954655949698,853683800
12.62,0,0.2601484972106765882869234404,0.260148497210677,0.260148497210677,0.260148497210677,0.260148497210677,0,0,0,0,5.1739226016600224039506613775,49.353020139060454226537155929,52.77976357042048179316795529,854360800
12.63,0,0.2601341435406416899714509173,0.260134143540642,0.260134143540642,0.260134143540642,0.260134143540642,0,0,0,0,5.1718280245710714960681493852,49.33906470572757093050431771,52.770631025558941232290961511,855037800
12.64,0,0.2601197856009099135178002034,0.26011978560091,0.26011978560091,0.26011978560091,0.26011978560091,0,0,0,0,5.1697371845882788750564709999,49.325124733442346494709743742,52.76150909178787914614185394,855714800
12.65,0,0.2601054956679638626577112125,0.260105495667964,0.260105495667964,0.260105495667964,0.260105495667964,0,0,0,0,5.1676493137896131111790913378,49.311193806347968849251733751,52.752393996764242687244306451,856391700
12.66,0,0.2600912001457279881541300068,0.260091200145728,0.260091200145728,0.260091200145728,0.260091200145728,0,0,0,0,5.1655652829545496788715667158,49.297238893625145700411726015,52.743263128525588199768875445,857068800
12.67,0,0.2600769702608045357554566849,0.260076970260805,0.260076970260805,0.260076970260805,0.260076970260805,0,0,0,0,5.1634841869838722244403850486,49.283326540999961070381766899,52.734161469674666482838582292,857745800
12.68,0,0.2600627255181653556607008003,0.260062725518165,0.260062725518165,0.260062725518165,0.260062725518165,0,0,0,0,5.1614064759971263181490114522,49.269423988029854217462448785,52.725066867605623871367430017,858422800
12.69,0,0.2600485471938704364730166228,0.26004854719387,0.26004854719387,0.26004854719387,0.26004854719387,0,0,0,0,5.1593321516445253823469566424,49.255536643776115604882992183,52.715982925294932194471051837,859099700
12.70,0,0.2600343634191149766241884878,0.260034363419115,0.260034363419115,0.260034363419115,0.260034363419115,0,0,0,0,5.1572612476999836154267541352,49.241625876266315568187121863,52.706883854114979998221773182,859776700
12.71,0,0.2600202461324599093956246148,0.26002024613246,0.26002024613246,0.26002024613246,0.26002024613246,0,0,0,0,5.1551931730006164876518690462,49.227757010653092590590216807,52.697813612611944260033956291,860453800
12.72,0,0.2600061221895914567988246079,0.260006122189591,0.260006122189591,0.260006122189591,0.260006122189591,0,0,0,0,5.1531289609342423734578576912,49.213905127223395285501870159,52.688754883755392569480195186,861130800
12.73,0,0.2599920354810231198666463941,0.259992035481023,0.259992035481023,0.259992035481023,0.259992035481023,0,0,0,0,5.1510676182677471670651623868,49.200055670501508598275436468,52.679698627321763903724983059,861807700
12.74,0,0.2599779732720665409388049471,0.259977973272066,0.259977973272066,0.259977973272066,0.259977973272066,0,0,0,0,5.1490096856938833668663166484,49.186183843467954227399801767,52.670627941725457902078539788,862484700
12.75,0,0.2599639656898940904525315703,0.259963965689894,0.259963965689894,0.259963965689894,0.259963965689894,0,0,0,0,5.1469551739516136431247855899,49.172360988451090870529767235,52.661590387892426172223281384,863161700
12.76,0,0.2599499745807292947870375536,0.259949974580729,0.259949974580729,0.259949974580729,0.259949974580729,0,0,0,0,5.1449039333029724702761255297,49.158547399390693872677936932,52.652559587403536544520341456,863838700
12.77,0,0.2599359869069027359981647019,0.259935986906903,0.259935986906903,0.259935986906903,0.259935986906903,0,0,0,0,5.1428561094167404185838015824,49.1447509140247300572144262,52.643540664094583935212161334,864515700
12.78,0,0.2599220455868935295718624638,0.259922045586894,0.259922045586894,0.259922045586894,0.259922045586894,0,0,0,0,5.1408111736605540864403472644,49.130923567714421627354004022,52.634501994845842712566033638,865192600
12.79,0,0.2599081181610334139567443710,0.259908118161033,0.259908118161033,0.259908118161033,0.259908118161033,0,0,0,0,5.1387700039951068441092276912,49.117146785994484510636043431,52.625497268427371865410512803,865869600
12.80,0,0.2598942359973754080948877970,0.259894235997375,0.259894235997375,0.259894235997375,0.259894235997375,0,0,0,0,5.1367317555601432139399535789,49.103378925372472294729137641,52.616499292184960663616018063,866546600
12.81,0,0.2598803676864676085856507118,0.259880367686468,0.259880367686468,0.259880367686468,0.259880367686468,0,0,0,0,5.134696848277028718282035642,49.089621757357348938261944346,52.607508957778344549628984514,867223700
12.82,0,0.2598665456465777045176217635,0.259866545646578,0.259866545646578,0.259866545646578,0.259866545646578,0,0,0,0,5.1326649349542744794849845981,49.075835748876225649516453437,52.598500144937683272700287784,867900600
12.83,0,0.2598527268050131925508624370,0.259852726805013,0.259852726805013,0.259852726805013,0.259852726805013,0,0,0,0,5.1306363309005634678122655624,49.062099092122667402500231,52.589524763393708576250770916,868577600
12.84,0,0.2598389531434960948957791250,0.259838953143496,0.259838953143496,0.259838953143496,0.259838953143496,0,0,0,0,5.1286115092733426576994348501,49.04837871040656645559517353,52.580560432169534369704439573,869254600
12.85,0,0.2598251930272692777030586208,0.259825193027269,0.259825193027269,0.259825193027269,0.259825193027269,0,0,0,0,5.1265890606706565194099575781,49.034660239187806348144623074,52.571598542834519037442295004,869931600
12.86,0,0.2598114791005439088896027584,0.259811479100544,0.259811479100544,0.259811479100544,0.259811479100544,0,0,0,0,5.1245704321133110752933444605,49.020921749920453279752062912,52.562623478435097515801480825,870608600
12.87,0,0.2597977776286138633248513610,0.259797777628614,0.259797777628614,0.259797777628614,0.259797777628614,0,0,0,0,5.122554718813346271656083415,49.00722509647012766081196776,52.553677092226488339339883646,871285600
12.88,0,0.2597840911075245049463855119,0.259784091107524,0.259784091107524,0.259784091107524,0.259784091107524,0,0,0,0,5.1205423497112074308476851552,48.993545878613112544092253205,52.544742819018251318199110736,871962600
12.89,0,0.2597704386361838666916942740,0.259770438636184,0.259770438636184,0.259770438636184,0.259770438636184,0,0,0,0,5.1185332752035951512606832002,48.97983796916094443853424171,52.535789943730363270453930024,872639600
12.90,0,0.2597568312240337391508555405,0.259756831224034,0.259756831224034,0.259756831224034,0.259756831224034,0,0,0,0,5.1165271246987796271155198624,48.966173146631690348268318195,52.526866565226386968617477435,873316500
12.91,0,0.2597432360739197354583120655,0.25974323607392,0.25974323607392,0.25974323607392,0.25974323607392,0,0,0,0,5.1145242995105133328477514592,48.952524565647293206721818557,52.517954507422169724973742808,873993500
12.92,0,0.2597296671199737701113883501,0.259729667119974,0.259729667119974,0.259729667119974,0.259729667119974,0,0,0,0,5.112524810389785138720843106,48.938887136871784084660097847,52.509050367085661481268700463,874670500
12.93,0,0.2597161302619655903961077074,0.259716130261966,0.259716130261966,0.259716130261966,0.259716130261966,0,0,0,0,5.1105280982347725670843055199,48.925220844428354824844798733,52.500127862274196874658950929,875347500
12.94,0,0.2597026180946718833601897385,0.259702618094672,0.259702618094672,0.259702618094672,0.259702618094672,0,0,0,0,5.1085348205013682163306722154,48.91160440271740867392028149,52.49123899254140533699902289,876024400
12.95,0,0.2596891401618219506373807904,0.259689140161822,0.259689140161822,0.259689140161822,0.259689140161822,0,0,0,0,5.1065448016264035806803855082,48.897997940976505123233788274,52.482357303765105154243990451,876701500
12.96,0,0.2596756758588972494663165187,0.259675675858897,0.259675675858897,0.259675675858897,0.259675675858897,0,0,0,0,5.1045576943504472585259789141,48.884396612475664844533309765,52.473479806898506376442118026,877378500
12.97,0,0.2596622337848816752780739168,0.259662233784882,0.259662233784882,0.259662233784882,0.259662233784882,0,0,0,0,5.1025738488752249722169631502,48.870772890742228909192930143,52.46458790977495548179107641,878055500
12.98,0,0.2596488272403485952202566193,0.259648827240349,0.259648827240349,0.259648827240349,0.259648827240349,0,0,0,0,5.10059336412772086805982613,48.857199911228974583934940343,52.455730277480756026407626305,878732400
12.99,0,0.2596354428861192444176928480,0.259635442886119,0.259635442886119,0.259635442886119,0.259635442886119,0,0,0,0,5.0986157209755575444471013722,48.843636362289729628854080214,52.446879742284856781651715912,879409400
13.00,0,0.2596220824723272845603137497,0.259622082472327,0.259622082472327,0.259622082472327,0.259622082472327,0,0,0,0,5.0966414041522405716422539918,48.830040004587618132555504958,52.438007812985249717111850332,880086500
13.01,0,0.2596087340132246856156294401,0.259608734013225,0.259608734013225,0.259608734013225,0.259608734013225,0,0,0,0,5.0946699270971303959517719023,48.816498330251798140239772311,52.429173132269098175967221795,880763500
13.02,0,0.2595954507392668848203473760,0.259595450739267,0.259595450739267,0.259595450739267,0.259595450739267,0,0,0,0,5.0927017047975553157681886208,48.802961551851879745841813334,52.420342226963787986670632608,881440400
13.03,0,0.2595821502837142202867326358,0.259582150283714,0.259582150283714,0.259582150283714,0.259582150283714,0,0,0,0,5.0907368735291114534410148645,48.789443747088271835556999119,52.411524376968876523766481761,882117400
13.04,0,0.2595689244259186175619103875,0.259568924425919,0.259568924425919,0.259568924425919,0.259568924425919,0,0,0,0,5.0887748491902137552767385487,48.775889879613511005453915138,52.402683324495432599577578825,882794400
13.05,0,0.2595556791358840809072761985,0.259555679135884,0.259555679135884,0.259555679135884,0.259555679135884,0,0,0,0,5.0868157213944063675818475881,48.76238541655295301878119688,52.393875949896662782417990149,883471400
13.06,0,0.2595424884550098943113850665,0.25954248845501,0.25954248845501,0.25954248845501,0.25954248845501,0,0,0,0,5.084860265092432836662829898,48.748900532312349547580325537,52.385081823580547996327718714,884148400
13.07,0,0.2595293119061730842968298737,0.259529311906173,0.259529311906173,0.259529311906173,0.259529311906173,0,0,0,0,5.0829072294375237129982645978,48.735373146477275919999273905,52.376260476269380954238912478,884825300
13.08,0,0.2595161575679615053107782412,0.259516157567962,0.259516157567962,0.259516157567962,0.259516157567962,0,0,0,0,5.0809579639853474387225483978,48.721903858867730897455882569,52.367477962754282095715919837,885502300
13.09,0,0.2595030149213001827916249449,0.2595030149213,0.2595030149213,0.2595030149213,0.2595030149213,0,0,0,0,5.0790110026884386643142604177,48.708437248328699093209835752,52.358698407537607540694222699,886179300
13.10,0,0.2594899154493254533431954006,0.259489915449325,0.259489915449325,0.259489915449325,0.259489915449325,0,0,0,0,5.0770678842421003360798885735,48.694997713765283566531901538,52.349936957200574971600860355,886856400
13.11,0,0.2594768297321405098926901716,0.259476829732141,0.259476829732141,0.259476829732141,0.259476829732141,0,0,0,0,5.0751274985564682003259207794,48.681515889481908804921773022,52.341148197067336896060780311,887533300
13.12,0,0.2594638068007023287744282621,0.259463806800702,0.259463806800702,0.259463806800702,0.259463806800702,0,0,0,0,5.0731900004048802033588449516,48.668084542814747954530516275,52.332393812626536480755427065,888210300
13.13,0,0.2594507662762777609989751840,0.259450766276278,0.259450766276278,0.259450766276278,0.259450766276278,0,0,0,0,5.0712558238941566675281718057,48.654665128159936146881343136,52.323647809262081399979871057,888887300
13.14,0,0.2594377781910339594549030507,0.259437778191034,0.259437778191034,0.259437778191034,0.259437778191034,0,0,0,0,5.0693244397531882672694576584,48.641218346744364504341721032,52.314884389423332850943706931,889564300
13.15,0,0.2594247816237464777196506663,0.259424781623746,0.259424781623746,0.259424781623746,0.259424781623746,0,0,0,0,5.0673963011189295207601220253,48.627820931442844139698951522,52.30615433513195849652657271,890241300
13.16,0,0.2594118501729224481169587537,0.259411850172922,0.259411850172922,0.259411850172922,0.259411850172922,0,0,0,0,5.0654715088705126263926984205,48.614437024624432083666954633,52.297433683622337005775370137,890918300
13.17,0,0.2593989090411547438724603265,0.259398909041155,0.259398909041155,0.259398909041155,0.259398909041155,0,0,0,0,5.063549508981504982559720363,48.601018548860108669432989634,52.288690812063006825242817303,891595300
13.18,0,0.2593860108260167636549196554,0.259386010826017,0.259386010826017,0.259386010826017,0.259386010826017,0,0,0,0,5.0616302957517135834816301648,48.587649021939739033331970283,52.279981350821429000360635575,892272300
13.19,0,0.2593731250581098619541145914,0.25937312505811,0.25937312505811,0.25937312505811,0.25937312505811,0,0,0,0,5.0597143933967823035939841441,48.574293554488469424361360381,52.271281675829783454865652497,892949200
13.20,0,0.2593602820583941639974356627,0.259360282058394,0.259360282058394,0.259360282058394,0.259360282058394,0,0,0,0,5.0578012409515173131602474164,48.560947881629775189954157991,52.262589353102307971547232886,893626200
13.21,0,0.2593474504203647192457225055,0.259347450420365,0.259347450420365,0.259347450420365,0.259347450420365,0,0,0,0,5.055891370002153010572953499,48.547576313848582957533634692,52.253880222434749422591715147,894303200
13.22,0,0.2593346509018219472626389222,0.259334650901822,0.259334650901822,0.259334650901822,0.259334650901822,0,0,0,0,5.0539843865541572660955675044,48.534249183718077647793059286,52.245201410233560575460689948,894980200
13.23,0,0.2593218546125435863292757522,0.259321854612544,0.259321854612544,0.259321854612544,0.259321854612544,0,0,0,0,5.0520801502060484781206229506,48.520925546504120223284471616,52.236525748431128456372806109,895657200
13.24,0,0.2593090995549138188484381401,0.259309099554914,0.259309099554914,0.259309099554914,0.259309099554914,0,0,0,0,5.0501791550393121169115849521,48.507582895818150725971561972,52.227837883763550968321068663,896334100
13.25,0,0.2592963767898593006677466181,0.259296376789859,0.259296376789859,0.259296376789859,0.259296376789859,0,0,0,0,5.0482810445489245569040098265,48.494291109174944742017317563,52.219184609339264066931279818,897011200
13.26,0,0.2592836755738402020984673069,0.25928367557384,0.25928367557384,0.25928367557384,0.25928367557384,0,0,0,0,5.0463861318021181683613626885,48.481004364406305759523878037,52.210535176388676380558857005,897688200
13.27,0,0.2592709751917006125038087674,0.259270975191701,0.259270975191701,0.259270975191701,0.259270975191701,0,0,0,0,5.0444940039198101975901314533,48.467690895250540431915552719,52.201868734757842850660310815,898365200
13.28,0,0.2592583297353275405911918919,0.259258329735328,0.259258329735328,0.259258329735328,0.259258329735328,0,0,0,0,5.0426051086491228429828496381,48.454429054879849106683884552,52.193237124380762623816456441,899042100
13.29,0,0.2592456826750634209535769661,0.259245682675063,0.259245682675063,0.259245682675063,0.259245682675063,0,0,0,0,5.0407186438919646508460051577,48.44116445851306269410700061,52.184604723286512306533156067,899719100
13.30,0,0.2592330689487836353987429791,0.259233068948784,0.259233068948784,0.259233068948784,0.259233068948784,0,0,0,0,5.0388358000277263435291087282,48.427888846814609344576529616,52.175965146502440017448979414,900396200
13.31,0,0.2592204763823848940165157524,0.259220476382385,0.259220476382385,0.259220476382385,0.259220476382385,0,0,0,0,5.0369553102975403673386482661,48.414647661773805339966776465,52.167349589195994263920124878,901073200
13.32,0,0.2592079367637103175229403918,0.25920793676371,0.25920793676371,0.25920793676371,0.25920793676371,0,0,0,0,5.0350781209820636446241344849,48.401428416210574605320516807,52.158749029392741610574952033,901750100
13.33,0,0.2591953768753150727528170537,0.259195376875315,0.259195376875315,0.259195376875315,0.259195376875315,0,0,0,0,5.0332036394158633977350781034,48.388174036479704150868838464,52.150125907409526867171815118,902427100
13.34,0,0.2591828694848093285048295487,0.259182869484809,0.259182869484809,0.259182869484809,0.259182869484809,0,0,0,0,5.0313323866003055969349442355,48.374972455673848890000729553,52.14153837519127266219001793,903104100
13.35,0,0.2591703627919872793423729703,0.259170362791987,0.259170362791987,0.259170362791987,0.259170362791987,0,0,0,0,5.0294640467604765166592891987,48.361776755340599355649148285,52.132955428110724621556720772,903781100
13.36,0,0.2591579085635145458194961601,0.259157908563515,0.259157908563515,0.259157908563515,0.259157908563515,0,0,0,0,5.0275983740444263511285553061,48.348591140070475013079853714,52.12438004728505304452769602,904458000
13.37,0,0.2591454443859629941590086921,0.259145444385963,0.259145444385963,0.259145444385963,0.259145444385963,0,0,0,0,5.0257359622620303747782988775,48.335382307282075398800355014,52.115789614650238878230487449,905135000
13.38,0,0.2591330224421651276199328066,0.259133022442165,0.259133022442165,0.259133022442165,0.259133022442165,0,0,0,0,5.0238762550937584578719850246,48.322216255089544650281626082,52.107228480640028612459078621,905812000
13.39,0,0.2591206308617513826525194331,0.259120630861751,0.259120630861751,0.259120630861751,0.259120630861751,0,0,0,0,5.0220194195170710988021472648,48.309062958583690386823222509,52.098676528939097167725704623,906489000
13.40,0,0.2591082513337269597775572456,0.259108251333727,0.259108251333727,0.259108251333727,0.259108251333727,0,0,0,0,5.0201653941803596678322507145,48.29587671298144306374058231,52.090103379934742665932040733,907166000
13.41,0,0.2590958823755680282096963093,0.259095882375568,0.259095882375568,0.259095882375568,0.259095882375568,0,0,0,0,5.0183144816843103873118060879,48.282741482151311031372800258,52.081564692849895137371794689,907843000
13.42,0,0.2590835741830589843622012404,0.259083574183059,0.259083574183059,0.259083574183059,0.259083574183059,0,0,0,0,5.0164663747652667556333469037,48.269619030025307871326169629,52.073035244573642702148005237,908520000
13.43,0,0.2590712568799541788728587132,0.259071256879954,0.259071256879954,0.259071256879954,0.259071256879954,0,0,0,0,5.0146210348389995430603382747,48.256465094121936419346635456,52.064485601053753097775912861,909197000
13.44,0,0.2590589919095187091736084613,0.259058991909519,0.259058991909519,0.259058991909519,0.259058991909519,0,0,0,0,5.0127789498027826719422909181,48.243362715941786334296144326,52.0559706610673725931740762,909873900
13.45,0,0.2590467166331903290546695929,0.25904671663319,0.25904671663319,0.25904671663319,0.25904671663319,0,0,0,0,5.0109395977175351406717383506,48.230271982952750599522909528,52.047464251831825000124877939,910551000
13.46,0,0.2590344834599148258533789863,0.259034483459915,0.259034483459915,0.259034483459915,0.259034483459915,0,0,0,0,5.0091025168211193434691228846,48.217141236540853100853086948,52.038932342580878531955339825,911228000
13.47,0,0.2590222481585666549238473912,0.259022248158567,0.259022248158567,0.259022248158567,0.259022248158567,0,0,0,0,5.0072691461622023547700008404,48.204070144774954218484889811,52.030440166450105824565829115,911905000
13.48,0,0.2590100662531636150483351220,0.259010066253164,0.259010066253164,0.259010066253164,0.259010066253164,0,0,0,0,5.0054385025712279687948145304,48.191005344238815555524486707,52.021952954016852488571744236,912581900
13.49,0,0.2589979039356295022180803226,0.25899790393563,0.25899790393563,0.25899790393563,0.25899790393563,0,0,0,0,5.0036101969724170360221430724,48.177908276471921305865829999,52.013445341416880285485801291,913258900
13.50,0,0.2589857627337769809565360557,0.258985762733777,0.258985762733777,0.258985762733777,0.258985762733777,0,0,0,0,5.0017851105904278267154515819,48.164862354440144601296786036,52.004972161588397164343752974,913935900
13.51,0,0.2589736424413598512559891173,0.25897364244136,0.25897364244136,0.25897364244136,0.25897364244136,0,0,0,0,4.9999631715050679111382051735,48.151836668937495473359694281,51.996512895030813920007125682,914612900
13.52,0,0.2589615313792068415673352521,0.258961531379207,0.258961531379207,0.258961531379207,0.258961531379207,0,0,0,0,4.9981435326134481637259601644,48.138771799877331786908398926,51.988028649921980702353314633,915289900
13.53,0,0.2589494515827295921378719913,0.25894945158273,0.25894945158273,0.25894945158273,0.25894945158273,0,0,0,0,4.99632669164650103078520447,48.125750762410779396554683418,51.979574283036652106905670257,915966800
13.54,0,0.2589373925357392075228107213,0.258937392535739,0.258937392535739,0.258937392535739,0.258937392535739,0,0,0,0,4.994512987457438682579403204,48.112744521300965957758511636,51.971130208252190640954892197,916643800
13.55,0,0.2589253626230670651662599332,0.258925362623067,0.258925362623067,0.258925362623067,0.258925362623067,0,0,0,0,4.9927020744890510935441126859,48.099712264836549014313841064,51.962669533737685184922047416,917320900
13.56,0,0.2589133429282114565461780270,0.258913342928212,0.258913342928212,0.258913342928212,0.258913342928212,0,0,0,0,4.9908938525965255099858208297,48.086725164062615567627340923,51.954239690188880409879238836,917997900
13.57,0,0.2589013648244835543607940256,0.258901364824484,0.258901364824484,0.258901364824484,0.258901364824484,0,0,0,0,4.9890888355398672261249699509,48.073752138010390655173017213,51.945819595264199052388986287,918674800
13.58,0,0.2588893864071305948402047533,0.258889386407131,0.258889386407131,0.258889386407131,0.258889386407131,0,0,0,0,4.9872861552641542684831619659,48.060746286732226864746716734,51.937378715880398122657173558,919351800
13.59,0,0.2588774474500058788728968318,0.258877447450006,0.258877447450006,0.258877447450006,0.258877447450006,0,0,0,0,4.9854865418572521312808391896,48.047792315935559778140586857,51.928972839383104020948641281,920028800
13.60,0,0.2588655196991654666308936569,0.258865519699166,0.258865519699166,0.258865519699166,0.258865519699166,0,0,0,0,4.9836893312844125608244895391,48.034799319997280372355133297,51.92054199969530598990175632,920705900
13.61,0,0.2588536208774515567189527362,0.258853620877452,0.258853620877452,0.258853620877452,0.258853620877452,0,0,0,0,4.9818956342919715555066465295,48.021872600080119096325023564,51.912155383488850099685568636,921382800
13.62,0,0.2588417424564243870692644393,0.258841742456424,0.258841742456424,0.258841742456424,0.258841742456424,0,0,0,0,4.9801043097913974616337980756,48.008945481528007032029630284,51.903769519754865222483176664,922059800
13.63,0,0.2588298744492594525547985504,0.258829874449259,0.258829874449259,0.258829874449259,0.258829874449259,0,0,0,0,4.9783157326989459015554548964,47.995987681346776681407623069,51.895363969004323053569057182,922736800
13.64,0,0.2588180359598021835528840579,0.258818035959802,0.258818035959802,0.258818035959802,0.258818035959802,0,0,0,0,4.9765298021913776455350821035,47.983073447558347714956200948,51.886988200059851964693382005,923413800
13.65,0,0.2588062273890616399292884972,0.258806227389062,0.258806227389062,0.258806227389062,0.258806227389062,0,0,0,0,4.9747466519770309440512588154,47.970173620626302490959235508,51.878622707020895322650212053,924090800
13.66,0,0.2587944392715781480195743115,0.258794439271578,0.258794439271578,0.258794439271578,0.258794439271578,0,0,0,0,4.9729665948598110913244273479,47.957249418991810499002348945,51.870241444285090316517643689,924767700
13.67,0,0.2587826591822039637803839164,0.258782659182204,0.258782659182204,0.258782659182204,0.258782659182204,0,0,0,0,4.9711893208187655336610756153,47.944377741452809723204333601,51.861895803303096433263229826,925444700
13.68,0,0.2587709096007888986636916792,0.258770909600789,0.258770909600789,0.258770909600789,0.258770909600789,0,0,0,0,4.9694143785052582454967599347,47.93149873363379933476353981,51.85354632388217620498591813,926121700
13.69,0,0.2587591701179072645990274805,0.258759170117907,0.258759170117907,0.258759170117907,0.258759170117907,0,0,0,0,4.9676424885508348970949454217,47.918602285485167098653227137,51.84518571166306501040206519,926798700
13.70,0,0.2587474591261161628719862179,0.258747459126116,0.258747459126116,0.258747459126116,0.258747459126116,0,0,0,0,4.9658733041986334868481655928,47.905757070373392231107425383,51.836859913023672672768755365,927475700
13.71,0,0.2587357892889557661848638292,0.258735789288956,0.258735789288956,0.258735789288956,0.258735789288956,0,0,0,0,4.9641068292211367089768627617,47.892912402970865832771340275,51.828535210292181880630437674,928152700
13.72,0,0.2587241065178448379811736422,0.258724106517845,0.258724106517845,0.258724106517845,0.258724106517845,0,0,0,0,4.9623430929159961379165932459,47.880043855531999296558256873,51.820195332072299447072662306,928829700
13.73,0,0.2587124761194718927070094916,0.258712476119472,0.258712476119472,0.258712476119472,0.258712476119472,0,0,0,0,4.9605820685734883199738449606,47.867220319248235641995916553,51.811886113940241104575897176,929506600
13.74,0,0.2587008647808074227014639999,0.258700864780807,0.258700864780807,0.258700864780807,0.258700864780807,0,0,0,0,4.9588237777883691014551058215,47.854411814660929650816736703,51.803587596938924319371981214,930183600
